location,size,room_type,distance_to_uva,furnished,registration_possible,price_per_sqm,distance_category,size_category
3,66,0,7.21,0,1,21.17727272727273,2,3
0,94,0,9.29,1,0,19.894787234042553,2,3
1,72,1,12.23,0,0,17.62097222222222,1,3
3,33,0,13.57,0,1,27.485151515151514,1,1
3,25,1,8.47,0,1,36.6124,2,1
2,51,2,12.34,0,0,22.461176470588235,1,0
2,91,2,6.05,1,0,17.426043956043955,2,3
0,44,1,9.34,0,0,28.613863636363636,2,0
5,48,1,1.82,1,1,25.353125000000002,3,0
1,54,1,2.65,1,0,26.970185185185187,0,0
0,45,0,9.65,1,1,30.107333333333333,2,0
1,30,1,3.9,0,0,29.817999999999998,0,1
1,44,2,13.38,0,1,26.29659090909091,1,0
2,22,2,1.55,1,1,51.22727272727273,3,1
3,65,1,9.67,1,1,20.62676923076923,2,3
1,59,2,0.99,0,1,25.22,3,0
4,65,0,0.5,0,0,18.978461538461538,3,3
3,51,1,13.97,0,0,18.9578431372549,1,0
4,31,1,10.29,1,1,34.90806451612904,1,1
0,18,2,7.01,1,0,73.48555555555555,2,2
0,23,1,0.96,1,0,51.36043478260869,3,1
5,91,2,9.82,0,1,17.802637362637363,2,3
4,56,0,2.9,0,0,22.369642857142857,0,0
1,15,2,10.59,0,0,69.29733333333334,1,2
1,36,1,4.44,0,1,28.657500000000002,0,1
4,57,2,1.15,0,1,23.788947368421052,3,0
2,67,0,6.7,0,1,21.918507462686566,2,3
5,60,0,8.31,1,0,22.520833333333332,2,0
5,99,0,8.0,0,0,17.836767676767675,2,3
1,59,1,9.25,0,1,22.908644067796608,2,0
4,50,0,8.08,1,0,23.4998,2,0
0,93,2,3.21,0,0,18.581505376344086,0,3
4,43,0,6.4,0,0,25.296279069767444,2,0
4,23,0,14.71,0,1,48.62304347826087,1,1
3,63,2,9.15,0,0,24.244603174603174,2,3
0,95,1,3.08,1,1,17.258526315789474,0,3
1,91,1,6.81,0,1,16.771868131868132,2,3
2,72,0,9.81,1,0,18.637500000000003,2,3
2,77,2,7.01,1,1,22.165584415584416,2,3
1,48,2,2.68,0,0,28.08520833333333,0,0
4,45,1,7.19,0,1,24.74511111111111,2,0
4,77,1,4.53,0,0,17.895324675324677,0,3
1,76,2,14.86,1,1,22.647894736842105,1,3
2,46,1,7.98,1,1,22.145,2,0
2,24,2,8.87,0,0,44.574999999999996,2,1
3,23,0,5.93,0,1,47.522608695652174,2,1
1,39,1,8.54,0,1,30.5874358974359,2,1
1,20,0,8.43,1,1,55.7395,2,2
2,15,1,5.91,0,1,47.132666666666665,2,2
2,80,0,2.86,1,0,19.689,0,3
2,49,1,8.34,1,1,22.35816326530612,2,0
4,32,2,3.69,1,1,36.2221875,0,1
1,87,2,4.4,0,1,20.774367816091953,0,3
1,86,2,5.78,1,1,20.735116279069768,2,3
2,62,2,13.54,0,1,25.81048387096774,1,3
3,29,0,6.38,0,0,37.2748275862069,2,1
5,57,2,4.54,0,1,22.676842105263155,0,0
4,16,1,0.67,0,1,49.384375,3,2
0,17,0,10.93,1,1,72.68764705882353,1,2
2,98,1,8.4,1,0,15.958979591836735,2,3
3,15,1,4.18,0,1,56.11266666666667,0,2
0,47,0,10.28,0,0,29.112340425531915,1,0
5,26,0,7.48,0,0,38.75038461538462,2,1
3,43,0,12.65,0,0,20.16767441860465,1,0
3,76,2,3.24,1,1,22.429868421052632,0,3
5,84,2,5.04,1,1,22.498809523809523,2,3
3,32,2,13.65,1,1,40.58125,1,1
3,41,0,8.12,1,1,28.856341463414633,2,0
2,74,2,3.97,0,1,19.818783783783783,0,3
0,69,2,7.5,1,0,21.159130434782607,2,3
1,55,0,2.31,1,1,29.25018181818182,0,0
1,58,2,3.7,1,0,29.532586206896553,0,0
1,56,2,3.48,1,1,28.431250000000002,0,0
2,43,2,14.42,1,1,31.188604651162787,1,0
3,44,2,1.55,1,1,35.129318181818185,3,0
1,76,1,14.99,1,1,21.645131578947368,1,3
5,66,1,10.23,0,1,19.981666666666666,1,3
3,41,1,1.17,0,1,28.97317073170732,3,0
2,88,2,3.2,1,0,19.07340909090909,0,3
2,93,0,9.5,1,0,14.698817204301076,2,3
0,94,2,12.23,0,1,20.117127659574468,1,3
1,73,2,4.19,1,0,21.38013698630137,0,3
1,89,1,0.95,1,1,20.119775280898878,3,3
3,71,0,7.03,0,0,21.00211267605634,2,3
5,31,0,9.19,0,1,34.72,2,1
2,31,1,13.39,1,1,30.58516129032258,1,1
1,78,2,8.47,0,0,19.708333333333332,2,3
5,32,1,6.1,0,0,22.5128125,2,1
5,63,0,11.56,0,1,21.760158730158732,1,3
1,23,2,12.74,0,1,51.23,1,1
2,18,2,6.17,1,0,59.71111111111111,2,2
4,94,1,6.53,1,1,17.538829787234043,2,3
2,54,2,4.72,0,1,25.195185185185185,0,0
1,97,1,12.06,1,1,16.11082474226804,1,3
1,25,0,11.01,0,1,43.2904,1,1
1,92,1,11.87,1,1,19.312608695652173,1,3
2,67,2,2.18,0,1,20.578208955223882,0,3
4,60,1,14.52,0,1,20.002166666666668,1,0
1,97,2,1.15,1,1,21.215463917525774,3,3
0,51,0,13.06,1,0,28.834313725490194,1,0
4,78,2,13.25,1,0,20.786153846153844,1,3
4,18,1,12.89,1,1,42.85666666666666,1,2
1,68,0,12.95,0,1,23.703529411764706,1,3
0,35,1,11.44,0,0,32.34457142857143,1,1
5,53,0,13.07,0,1,26.754716981132077,1,0
3,51,1,14.96,0,1,19.371960784313725,1,0
3,59,2,5.77,1,0,23.631016949152542,2,0
0,64,0,10.35,1,1,29.76265625,1,3
2,91,1,12.36,1,0,16.171868131868134,1,3
0,37,0,0.54,1,1,40.372972972972974,3,1
0,43,0,8.61,1,1,35.92767441860465,2,0
0,93,1,13.51,1,1,17.733333333333334,1,3
5,26,1,2.56,0,1,40.25115384615385,0,1
5,96,0,8.83,1,1,19.165104166666666,2,3
0,32,1,2.71,0,0,27.80375,0,1
5,60,0,14.63,0,1,17.873333333333335,1,0
1,51,0,3.51,1,0,26.811764705882354,0,0
4,17,1,7.27,1,0,61.75647058823529,2,2
5,70,1,7.11,1,1,23.246285714285715,2,3
1,80,1,5.39,0,0,18.44425,2,3
4,59,1,9.1,1,0,20.959491525423726,2,0
0,17,2,7.29,0,1,71.0164705882353,2,2
2,51,0,6.53,0,0,22.14588235294118,2,0
4,43,0,7.02,1,1,32.423720930232555,2,0
4,16,0,11.51,1,0,61.870625,1,2
2,46,0,9.67,0,0,21.027608695652173,2,0
0,27,0,14.09,0,1,45.35962962962963,1,1
4,21,0,14.61,1,1,54.67476190476191,1,1
0,28,0,9.13,0,1,44.375,2,1
0,53,0,10.96,1,1,29.773962264150942,1,0
2,47,1,13.49,1,1,24.89808510638298,1,0
0,49,2,14.69,0,1,31.278571428571432,1,0
0,79,0,13.57,0,1,19.23759493670886,1,3
2,52,2,12.46,1,1,21.911923076923078,1,0
1,50,0,5.67,0,1,26.887199999999996,2,0
4,43,2,14.84,0,1,28.28441860465116,1,0
0,34,1,11.23,1,0,34.42558823529412,1,1
5,28,0,8.96,1,1,45.37464285714286,2,1
4,39,1,11.84,1,1,32.73538461538462,1,1
0,90,0,9.77,0,1,18.913555555555554,2,3
0,39,1,4.5,0,0,30.425384615384612,0,1
0,67,2,12.58,1,0,25.584328358208957,1,3
5,39,1,6.31,1,1,35.305128205128206,2,1
1,20,0,1.85,0,1,50.0615,3,2
2,96,1,1.25,1,1,16.70927083333333,3,3
1,83,0,3.53,1,1,22.063734939759037,0,3
0,94,0,4.06,0,0,18.942021276595746,0,3
0,93,2,12.53,0,1,19.97258064516129,1,3
5,40,2,14.32,0,0,29.045499999999997,1,1
3,46,1,8.37,1,0,24.56826086956522,2,0
1,24,2,2.49,0,1,55.748333333333335,0,1
4,85,2,1.09,0,1,19.71270588235294,3,3
0,43,2,6.2,0,1,38.98186046511628,2,0
3,84,0,13.32,1,1,17.29357142857143,1,3
1,94,1,9.68,1,0,16.979893617021276,2,3
2,63,1,2.2,0,1,21.04714285714286,0,3
5,59,2,1.16,0,1,27.328644067796613,3,0
4,98,1,2.38,0,1,15.784183673469387,0,3
1,63,2,7.78,0,0,23.1784126984127,2,3
3,15,0,1.08,0,1,75.89533333333334,3,2
1,82,1,6.72,0,0,19.609268292682927,2,3
1,75,2,3.15,1,0,22.018533333333334,0,3
1,27,0,4.99,1,1,40.101851851851855,0,1
1,65,1,1.0,0,0,20.722615384615384,3,3
3,79,0,14.93,0,1,17.785822784810126,1,3
5,37,0,13.1,1,0,35.457837837837836,1,1
1,55,1,9.06,1,0,26.788181818181815,2,0
0,74,2,13.22,1,0,21.249189189189188,1,3
3,56,1,13.6,0,1,19.021250000000002,1,0
4,39,1,7.73,0,1,29.488717948717948,2,1
0,85,1,13.65,0,1,18.326470588235296,1,3
2,35,0,1.87,1,1,30.626285714285718,3,1
5,17,0,9.28,1,1,72.25588235294117,2,2
0,19,0,7.14,0,1,65.25157894736842,2,2
1,60,2,7.39,1,1,24.639166666666664,2,0
1,89,1,6.81,0,1,17.414719101123595,2,3
1,68,2,7.31,1,0,23.648529411764706,2,3
5,19,2,12.4,1,1,61.31842105263158,1,2
0,22,1,11.4,1,0,42.6390909090909,1,1
3,47,0,7.22,1,1,29.111063829787234,2,0
5,80,2,9.78,1,0,19.137999999999998,2,3
1,76,1,5.46,0,1,18.762894736842107,2,3
4,72,0,10.78,1,0,20.64805555555556,1,3
2,86,2,10.38,0,1,17.09639534883721,1,3
5,25,1,6.51,1,1,39.2116,2,1
4,36,0,9.43,1,1,39.23138888888889,2,1
2,91,1,2.02,0,1,17.424835164835166,0,3
2,51,1,12.61,1,1,21.130980392156864,1,0
4,93,0,3.82,1,1,17.74784946236559,0,3
4,84,0,4.24,0,0,17.330238095238094,0,3
2,54,2,1.86,0,1,28.330185185185183,3,0
3,51,2,14.23,1,1,28.115882352941178,1,0
0,81,0,1.95,0,1,21.986172839506175,3,3
1,26,0,12.86,0,1,37.85230769230769,1,1
0,54,2,2.99,1,0,30.79888888888889,0,0
5,50,2,4.16,0,0,25.8004,0,0
5,40,2,4.17,0,1,34.75675,0,1
4,51,1,8.12,0,1,21.059607843137254,2,0
1,55,2,10.8,0,0,26.728181818181817,1,0
1,22,0,6.18,1,1,56.67636363636364,2,1
0,62,0,10.17,0,1,26.850806451612904,1,3
5,90,0,6.74,0,0,18.560111111111112,2,3
1,18,2,12.41,1,0,67.5261111111111,1,2
3,88,1,3.27,0,0,15.028522727272728,0,3
0,63,1,4.8,1,1,25.8215873015873,0,3
2,85,2,6.08,0,1,19.255764705882353,2,3
5,74,2,12.83,0,1,22.246486486486486,1,3
2,25,2,9.7,1,1,46.9036,2,1
2,88,1,11.54,0,1,15.216477272727273,1,3
5,19,0,2.41,1,1,72.84210526315789,0,2
4,78,1,10.93,0,1,16.516923076923074,1,3
2,36,2,13.52,0,1,28.799999999999997,1,1
2,31,2,1.96,1,1,40.18806451612903,3,1
3,49,2,7.71,1,1,27.21326530612245,2,0
3,56,1,4.9,1,1,21.209642857142857,0,0
3,58,0,5.38,0,1,24.48051724137931,2,0
2,85,0,0.59,0,1,16.023411764705884,3,3
3,77,1,4.4,0,0,16.166883116883117,0,3
0,55,2,4.4,1,1,34.58363636363636,0,0
5,61,0,4.18,0,1,20.71672131147541,0,3
3,95,0,13.14,1,1,15.631052631578948,1,3
0,93,2,8.04,0,1,19.058924731182795,2,3
3,30,0,1.15,1,1,42.464666666666666,3,1
5,95,0,12.42,1,1,16.768736842105262,1,3
1,61,0,4.64,1,0,24.885081967213114,0,3
0,15,0,8.18,0,0,75.26866666666666,2,2
4,98,1,13.76,0,0,13.26908163265306,1,3
0,86,1,11.91,0,0,18.05593023255814,1,3
1,20,0,11.1,1,1,61.758,1,2
0,91,1,7.17,1,0,18.745494505494506,2,3
1,68,1,9.28,1,1,20.181470588235292,2,3
5,31,1,0.82,0,1,32.65709677419355,3,1
2,34,2,7.57,0,1,30.48882352941176,2,1
2,41,2,12.79,1,1,29.94682926829268,1,0
1,48,2,6.2,0,0,26.824791666666666,2,0
0,56,1,11.02,0,1,24.02625,1,0
4,86,2,10.64,0,1,19.88825581395349,1,3
2,46,0,13.49,1,1,26.486304347826085,1,0
3,36,1,1.92,1,1,30.18972222222222,3,1
2,19,2,3.63,1,0,63.34315789473684,0,2
0,99,1,8.4,0,1,15.650404040404041,2,3
5,78,1,11.22,0,1,17.791153846153847,1,3
2,35,0,14.09,1,1,31.503142857142855,1,1
5,50,1,2.93,0,1,21.565,0,0
0,61,0,12.88,1,1,25.96688524590164,1,3
0,29,1,4.56,1,1,41.02965517241379,0,1
0,67,2,7.45,0,0,25.704626865671642,2,3
2,93,2,1.1,1,1,18.838279569892475,3,3
2,18,2,13.51,0,0,52.73166666666666,1,2
5,31,2,10.28,1,0,38.87903225806452,1,1
5,38,0,4.04,1,1,32.69631578947369,0,1
4,32,0,3.88,1,1,43.0803125,0,1
4,59,2,2.51,0,0,29.06271186440678,0,0
5,64,1,14.26,0,1,18.99328125,1,3
3,56,1,11.14,1,1,20.929464285714285,1,0
0,40,2,11.57,1,0,39.40675,1,1
